"time","year","month","clave","delegacion","edos","cveEdo","valor","INPC","INPC_ms","valor_def"
2007-09-01,"2007/Sep","Sep","Salario diario hombres","SINALOA.4","Sinaloa","25",174.91,64.0777025908746,0.479332908871677,364.902965689814
2007-09-01,"2007/Sep","Sep","Salario diario mujeres","SINALOA.5","Sinaloa","25",149.85,64.0777025908746,0.479332908871677,312.62197363569
2007-09-01,"2007/Sep","Sep","Salario diario hombres","SONORA.4","Sonora","26",195.74,64.0777025908746,0.479332908871677,408.35919332299
2007-09-01,"2007/Sep","Sep","Salario diario mujeres","SONORA.5","Sonora","26",152.79,64.0777025908746,0.479332908871677,318.755497843157
2007-09-01,"2007/Sep","Sep","Salario diario hombres","TABASCO.4","Tabasco","27",193.92,64.0777025908746,0.479332908871677,404.562249765986
2007-09-01,"2007/Sep","Sep","Salario diario mujeres","TABASCO.5","Tabasco","27",165.46,64.0777025908746,0.479332908871677,345.188066451527
2007-09-01,"2007/Sep","Sep","Salario diario hombres","TAMAULIPAS.4","Tamaulipas","28",215.52,64.0777025908746,0.479332908871677,449.624876596356
2007-09-01,"2007/Sep","Sep","Salario diario mujeres","TAMAULIPAS.5","Tamaulipas","28",170.93,64.0777025908746,0.479332908871677,356.599759449773
2007-09-01,"2007/Sep","Sep","Salario diario hombres","TLAXCALA.4","Tlaxcala","29",197.15,64.0777025908746,0.479332908871677,411.300781463306
2007-09-01,"2007/Sep","Sep","Salario diario mujeres","TLAXCALA.5","Tlaxcala","29",147.68,64.0777025908746,0.479332908871677,308.094848625417
2007-09-01,"2007/Sep","Sep","Salario diario hombres","VERACRUZ.NORTE.4","Veracruz","30",223.12,64.0777025908746,0.479332908871677,465.480245295931
2007-09-01,"2007/Sep","Sep","Salario diario hombres","VERACRUZ.SUR.4","Veracruz","30",186.37,64.0777025908746,0.479332908871677,388.811192702593
2007-09-01,"2007/Sep","Sep","Salario diario mujeres","VERACRUZ.NORTE.5","Veracruz","30",200.41,64.0777025908746,0.479332908871677,418.101900142334
2007-09-01,"2007/Sep","Sep","Salario diario mujeres","VERACRUZ.SUR.5","Veracruz","30",154.84,64.0777025908746,0.479332908871677,323.032274926595
2007-09-01,"2007/Sep","Sep","Salario diario hombres","YUCATÁN.4","Yucatán","31",173.22,64.0777025908746,0.479332908871677,361.377232386882
2007-09-01,"2007/Sep","Sep","Salario diario mujeres","YUCATÁN.5","Yucatán","31",159.99,64.0777025908746,0.479332908871677,333.776373453281
2007-09-01,"2007/Sep","Sep","Salario diario hombres","ZACATECAS.4","Zacatecas","32",179.25,64.0777025908746,0.479332908871677,373.95721571036
2007-09-01,"2007/Sep","Sep","Salario diario mujeres","ZACATECAS.5","Zacatecas","32",152.24,64.0777025908746,0.479332908871677,317.608069845162
2007-10-01,"2007/Oct","Oct","Salario diario hombres","AGUASCALIENTES.4","Aguascalientes","1",209.55,64.3274050918955,0.481200807084743,435.473085071316
2007-10-01,"2007/Oct","Oct","Salario diario mujeres","AGUASCALIENTES.5","Aguascalientes","1",164.58,64.3274050918955,0.481200807084743,342.019376478345
2007-10-01,"2007/Oct","Oct","Salario diario hombres","BAJA.CALIFORNIA.4","Baja California","2",241.46,64.3274050918955,0.481200807084743,501.786357057122
2007-10-01,"2007/Oct","Oct","Salario diario mujeres","BAJA.CALIFORNIA.5","Baja California","2",186.98,64.3274050918955,0.481200807084743,388.569589342088
2007-10-01,"2007/Oct","Oct","Salario diario hombres","BAJA.CALIFORNIA.SUR.4","Baja California Sur","3",215.69,64.3274050918955,0.481200807084743,448.232830918788
2007-10-01,"2007/Oct","Oct","Salario diario mujeres","BAJA.CALIFORNIA.SUR.5","Baja California Sur","3",187.41,64.3274050918955,0.481200807084743,389.463187178312
2007-10-01,"2007/Oct","Oct","Salario diario hombres","CAMPECHE.4","Campeche","4",250.46,64.3274050918955,0.481200807084743,520.489567582733
2007-10-01,"2007/Oct","Oct","Salario diario mujeres","CAMPECHE.5","Campeche","4",171.83,64.3274050918955,0.481200807084743,357.085851623976
2007-10-01,"2007/Oct","Oct","Salario diario hombres","CDMX.NORTE.3","CDMX","9",343.28,64.3274050918955,0.481200807084743,713.382012136871
2007-10-01,"2007/Oct","Oct","Salario diario hombres","CDMX.SUR.4","CDMX","9",274.34,64.3274050918955,0.481200807084743,570.115419510689
2007-10-01,"2007/Oct","Oct","Salario diario mujeres","CDMX.NORTE.4","CDMX","9",282.6,64.3274050918955,0.481200807084743,587.280810504194
2007-10-01,"2007/Oct","Oct","Salario diario mujeres","CDMX.SUR.5","CDMX","9",239.52,64.3274050918955,0.481200807084743,497.754776121601
2007-10-01,"2007/Oct","Oct","Salario diario hombres","CHIAPAS.4","Chiapas","7",177.43,64.3274050918955,0.481200807084743,368.723404839912
2007-10-01,"2007/Oct","Oct","Salario diario mujeres","CHIAPAS.5","Chiapas","7",160.82,64.3274050918955,0.481200807084743,334.205590747645
2007-10-01,"2007/Oct","Oct","Salario diario hombres","CHIHUAHUA.4","Chihuahua","8",217.75,64.3274050918955,0.481200807084743,452.513787994651
2007-10-01,"2007/Oct","Oct","Salario diario mujeres","CHIHUAHUA.5","Chihuahua","8",165.09,64.3274050918955,0.481200807084743,343.079225074796
2007-10-01,"2007/Oct","Oct","Salario diario hombres","COAHUILA.4","Coahuila","5",210.87,64.3274050918955,0.481200807084743,438.216222615072
2007-10-01,"2007/Oct","Oct","Salario diario mujeres","COAHUILA.5","Coahuila","5",167.89,64.3274050918955,0.481200807084743,348.898001682764
2007-10-01,"2007/Oct","Oct","Salario diario hombres","COLIMA.4","Colima","6",196.85,64.3274050918955,0.481200807084743,409.080776885175
2007-10-01,"2007/Oct","Oct","Salario diario mujeres","COLIMA.5","Colima","6",157.02,64.3274050918955,0.481200807084743,326.308679636831
2007-10-01,"2007/Oct","Oct","Salario diario hombres","DURANGO.4","Durango","10",166.29,64.3274050918955,0.481200807084743,345.572986478211
2007-10-01,"2007/Oct","Oct","Salario diario mujeres","DURANGO.5","Durango","10",142.19,64.3274050918955,0.481200807084743,295.48994495963
2007-10-01,"2007/Oct","Oct","Salario diario hombres","MÉXICO.ORIENTE.4","Estado de México","15",229.18,64.3274050918955,0.481200807084743,476.266865362177
2007-10-01,"2007/Oct","Oct","Salario diario hombres","MÉXICO.PONIENTE.4","Estado de México","15",242.89,64.3274050918955,0.481200807084743,504.758089396191
2007-10-01,"2007/Oct","Oct","Salario diario mujeres","MÉXICO.PONIENTE.5","Estado de México","15",192.69,64.3274050918955,0.481200807084743,400.435737353337
2007-10-01,"2007/Oct","Oct","Salario diario mujeres","MÉXICO.ORIENTE.5","Estado de México","15",171.63,64.3274050918955,0.481200807084743,356.670224723407
2007-10-01,"2007/Oct","Oct","Salario diario hombres","GUANAJUATO.4","Guanajuato","11",191.46,64.3274050918955,0.481200807084743,397.879631914837
2007-10-01,"2007/Oct","Oct","Salario diario mujeres","GUANAJUATO.5","Guanajuato","11",153.52,64.3274050918955,0.481200807084743,319.035208876871
2007-10-01,"2007/Oct","Oct","Salario diario hombres","GUERRERO.4","Guerrero","12",191.2,64.3274050918955,0.481200807084743,397.339316944097
2007-10-01,"2007/Oct","Oct","Salario diario mujeres","GUERRERO.5","Guerrero","12",158.71,64.3274050918955,0.481200807084743,329.820726946641
2007-10-01,"2007/Oct","Oct","Salario diario hombres","HIDALGO.4","Hidalgo","13",197.12,64.3274050918955,0.481200807084743,409.641873200944
2007-10-01,"2007/Oct","Oct","Salario diario mujeres","HIDALGO.5","Hidalgo","13",154.27,64.3274050918955,0.481200807084743,320.593809754006
2007-10-01,"2007/Oct","Oct","Salario diario hombres","JALISCO.4","Jalisco","14",220.17,64.3274050918955,0.481200807084743,457.542873491537
2007-10-01,"2007/Oct","Oct","Salario diario mujeres","JALISCO.5","Jalisco","14",187.02,64.3274050918955,0.481200807084743,388.652714722202
2007-10-01,"2007/Oct","Oct","Salario diario hombres","MICHOACÁN.4","Michoacán","16",193.51,64.3274050918955,0.481200807084743,402.139807645671
2007-10-01,"2007/Oct","Oct","Salario diario mujeres","MICHOACÁN.5","Michoacán","16",156.45,64.3274050918955,0.481200807084743,325.124142970209
2007-10-01,"2007/Oct","Oct","Salario diario hombres","MORELOS.4","Morelos","17",226.27,64.3274050918955,0.481200807084743,470.219493958896
2007-10-01,"2007/Oct","Oct","Salario diario mujeres","MORELOS.5","Morelos","17",179.25,64.3274050918955,0.481200807084743,372.505609635091
2007-10-01,"2007/Oct","Oct","Salario diario hombres","Nacional","NACIONAL","33",230.2,64.3274050918955,0.481200807084743,478.386562555079
2007-10-01,"2007/Oct","Oct","Salario diario mujeres","Nacional","NACIONAL","33",191.81,64.3274050918955,0.481200807084743,398.606978990833
2007-10-01,"2007/Oct","Oct","Salario diario hombres","NAYARIT.4","Nayarit","18",178.1,64.3274050918955,0.481200807084743,370.115754956819
2007-10-01,"2007/Oct","Oct","Salario diario mujeres","NAYARIT.5","Nayarit","18",160.34,64.3274050918955,0.481200807084743,333.208086186279
2007-10-01,"2007/Oct","Oct","Salario diario hombres","NUEVO.LEÓN.4","Nuevo León","19",256.2,64.3274050918955,0.481200807084743,532.418059629068
2007-10-01,"2007/Oct","Oct","Salario diario mujeres","NUEVO.LEÓN.5","Nuevo León","19",215.76,64.3274050918955,0.481200807084743,448.378300333988
2007-10-01,"2007/Oct","Oct","Salario diario hombres","OAXACA.4","Oaxaca","20",182.86,64.3274050918955,0.481200807084743,380.007675190364
2007-10-01,"2007/Oct","Oct","Salario diario mujeres","OAXACA.5","Oaxaca","20",164.75,64.3274050918955,0.481200807084743,342.372659343829
2007-10-01,"2007/Oct","Oct","Salario diario hombres","PUEBLA.4","Puebla","21",217.24,64.3274050918955,0.481200807084743,451.453939398199
2007-10-01,"2007/Oct","Oct","Salario diario mujeres","PUEBLA.5","Puebla","21",162.85,64.3274050918955,0.481200807084743,338.424203788422
2007-10-01,"2007/Oct","Oct","Salario diario hombres","QUERÉTARO.4","Querétaro","22",259.05,64.3274050918955,0.481200807084743,538.340742962178
2007-10-01,"2007/Oct","Oct","Salario diario mujeres","QUERÉTARO.5","Querétaro","22",201.61,64.3274050918955,0.481200807084743,418.972697118721
2007-10-01,"2007/Oct","Oct","Salario diario hombres","QUINTANA.ROO.4","Quintana Roo","23",185.35,64.3274050918955,0.481200807084743,385.18223010245
2007-10-01,"2007/Oct","Oct","Salario diario mujeres","QUINTANA.ROO.5","Quintana Roo","23",168.18,64.3274050918955,0.481200807084743,349.500660688589
2007-10-01,"2007/Oct","Oct","Salario diario hombres","SAN.LUIS.POTOSÍ.4","San Luis Potosí","24",209.21,64.3274050918955,0.481200807084743,434.766519340348
2007-10-01,"2007/Oct","Oct","Salario diario mujeres","SAN.LUIS.POTOSÍ.5","San Luis Potosí","24",174.83,64.3274050918955,0.481200807084743,363.320255132513
2007-10-01,"2007/Oct","Oct","Salario diario hombres","SINALOA.4","Sinaloa","25",173.48,64.3274050918955,0.481200807084743,360.514773553671
2007-10-01,"2007/Oct","Oct","Salario diario mujeres","SINALOA.5","Sinaloa","25",148.56,64.3274050918955,0.481200807084743,308.727661742757
2007-10-01,"2007/Oct","Oct","Salario diario hombres","SONORA.4","Sonora","26",194.11,64.3274050918955,0.481200807084743,403.386688347378
2007-10-01,"2007/Oct","Oct","Salario diario mujeres","SONORA.5","Sonora","26",151.91,64.3274050918955,0.481200807084743,315.68941232729
2007-10-01,"2007/Oct","Oct","Salario diario hombres","TABASCO.4","Tabasco","27",192.86,64.3274050918955,0.481200807084743,400.789020218821
2007-10-01,"2007/Oct","Oct","Salario diario mujeres","TABASCO.5","Tabasco","27",164.88,64.3274050918955,0.481200807084743,342.642816829199
2007-10-01,"2007/Oct","Oct","Salario diario hombres","TAMAULIPAS.4","Tamaulipas","28",213.44,64.3274050918955,0.481200807084743,443.557028287386
2007-10-01,"2007/Oct","Oct","Salario diario mujeres","TAMAULIPAS.5","Tamaulipas","28",170.77,64.3274050918955,0.481200807084743,354.88302905096
2007-10-01,"2007/Oct","Oct","Salario diario hombres","TLAXCALA.4","Tlaxcala","29",195.77,64.3274050918955,0.481200807084743,406.836391622102
2007-10-01,"2007/Oct","Oct","Salario diario mujeres","TLAXCALA.5","Tlaxcala","29",147.62,64.3274050918955,0.481200807084743,306.774215310082
2007-10-01,"2007/Oct","Oct","Salario diario hombres","VERACRUZ.NORTE.4","Veracruz","30",221.91,64.3274050918955,0.481200807084743,461.158827526489
2007-10-01,"2007/Oct","Oct","Salario diario hombres","VERACRUZ.SUR.4","Veracruz","30",186.41,64.3274050918955,0.481200807084743,387.385052675466
2007-10-01,"2007/Oct","Oct","Salario diario mujeres","VERACRUZ.NORTE.5","Veracruz","30",199.66,64.3274050918955,0.481200807084743,414.920334838172
2007-10-01,"2007/Oct","Oct","Salario diario mujeres","VERACRUZ.SUR.5","Veracruz","30",154.45,64.3274050918955,0.481200807084743,320.967873964518
2007-10-01,"2007/Oct","Oct","Salario diario hombres","YUCATÁN.4","Yucatán","31",172.39,64.3274050918955,0.481200807084743,358.24960694557
2007-10-01,"2007/Oct","Oct","Salario diario mujeres","YUCATÁN.5","Yucatán","31",159.55,64.3274050918955,0.481200807084743,331.566359929031
2007-10-01,"2007/Oct","Oct","Salario diario hombres","ZACATECAS.4","Zacatecas","32",179.24,64.3274050918955,0.481200807084743,372.484828290063
2007-10-01,"2007/Oct","Oct","Salario diario mujeres","ZACATECAS.5","Zacatecas","32",152.66,64.3274050918955,0.481200807084743,317.248013204424
2007-11-01,"2007/Nov","Nov","Salario diario hombres","AGUASCALIENTES.4","Aguascalientes","1",211.05,64.7812212555773,0.484595576451233,435.517801350048
2007-11-01,"2007/Nov","Nov","Salario diario mujeres","AGUASCALIENTES.5","Aguascalientes","1",166.53,64.7812212555773,0.484595576451233,343.647379572724
2007-11-01,"2007/Nov","Nov","Salario diario hombres","BAJA.CALIFORNIA.4","Baja California","2",244.97,64.7812212555773,0.484595576451233,505.514313180389
2007-11-01,"2007/Nov","Nov","Salario diario mujeres","BAJA.CALIFORNIA.5","Baja California","2",190.24,64.7812212555773,0.484595576451233,392.57477625602
2007-11-01,"2007/Nov","Nov","Salario diario hombres","BAJA.CALIFORNIA.SUR.4","Baja California Sur","3",219.36,64.7812212555773,0.484595576451233,452.666121317917
2007-11-01,"2007/Nov","Nov","Salario diario mujeres","BAJA.CALIFORNIA.SUR.5","Baja California Sur","3",188.87,64.7812212555773,0.484595576451233,389.747676574193
2007-11-01,"2007/Nov","Nov","Salario diario hombres","CAMPECHE.4","Campeche","4",250.92,64.7812212555773,0.484595576451233,517.792592820441
2007-11-01,"2007/Nov","Nov","Salario diario mujeres","CAMPECHE.5","Campeche","4",172.05,64.7812212555773,0.484595576451233,355.038321356436
2007-11-01,"2007/Nov","Nov","Salario diario hombres","CDMX.NORTE.3","CDMX","9",342.89,64.7812212555773,0.484595576451233,707.579715256659
2007-11-01,"2007/Nov","Nov","Salario diario hombres","CDMX.SUR.4","CDMX","9",279.38,64.7812212555773,0.484595576451233,576.521977451677
2007-11-01,"2007/Nov","Nov","Salario diario mujeres","CDMX.NORTE.4","CDMX","9",282.42,64.7812212555773,0.484595576451233,582.795249738358
2007-11-01,"2007/Nov","Nov","Salario diario mujeres","CDMX.SUR.5","CDMX","9",241.55,64.7812212555773,0.484595576451233,498.456881857873
2007-11-01,"2007/Nov","Nov","Salario diario hombres","CHIAPAS.4","Chiapas","7",180.88,64.7812212555773,0.484595576451233,373.259701057553
2007-11-01,"2007/Nov","Nov","Salario diario mujeres","CHIAPAS.5","Chiapas","7",165,64.7812212555773,0.484595576451233,340.490107665283
2007-11-01,"2007/Nov","Nov","Salario diario hombres","CHIHUAHUA.4","Chihuahua","8",220.19,64.7812212555773,0.484595576451233,454.378889738294
2007-11-01,"2007/Nov","Nov","Salario diario mujeres","CHIHUAHUA.5","Chihuahua","8",167.71,64.7812212555773,0.484595576451233,346.082399736634
2007-11-01,"2007/Nov","Nov","Salario diario hombres","COAHUILA.4","Coahuila","5",212.84,64.7812212555773,0.484595576451233,439.211603124114
2007-11-01,"2007/Nov","Nov","Salario diario mujeres","COAHUILA.5","Coahuila","5",169.44,64.7812212555773,0.484595576451233,349.652386926094
2007-11-01,"2007/Nov","Nov","Salario diario hombres","COLIMA.4","Colima","6",195.77,64.7812212555773,0.484595576451233,403.986353803833
2007-11-01,"2007/Nov","Nov","Salario diario mujeres","COLIMA.5","Colima","6",156.48,64.7812212555773,0.484595576451233,322.908436651293
2007-11-01,"2007/Nov","Nov","Salario diario hombres","DURANGO.4","Durango","10",166.84,64.7812212555773,0.484595576451233,344.287088259853
2007-11-01,"2007/Nov","Nov","Salario diario mujeres","DURANGO.5","Durango","10",142.44,64.7812212555773,0.484595576451233,293.935823853593
2007-11-01,"2007/Nov","Nov","Salario diario hombres","MÉXICO.ORIENTE.4","Estado de México","15",229.24,64.7812212555773,0.484595576451233,473.054256249633
2007-11-01,"2007/Nov","Nov","Salario diario hombres","MÉXICO.PONIENTE.4","Estado de México","15",242.3,64.7812212555773,0.484595576451233,500.004564165442
2007-11-01,"2007/Nov","Nov","Salario diario mujeres","MÉXICO.PONIENTE.5","Estado de México","15",192.31,64.7812212555773,0.484595576451233,396.846379424912
2007-11-01,"2007/Nov","Nov","Salario diario mujeres","MÉXICO.ORIENTE.5","Estado de México","15",172.89,64.7812212555773,0.484595576451233,356.771725540913
2007-11-01,"2007/Nov","Nov","Salario diario hombres","GUANAJUATO.4","Guanajuato","11",192.17,64.7812212555773,0.484595576451233,396.557478727499
2007-11-01,"2007/Nov","Nov","Salario diario mujeres","GUANAJUATO.5","Guanajuato","11",153.92,64.7812212555773,0.484595576451233,317.625681041456
2007-11-01,"2007/Nov","Nov","Salario diario hombres","GUERRERO.4","Guerrero","12",190.22,64.7812212555773,0.484595576451233,392.533504727818
2007-11-01,"2007/Nov","Nov","Salario diario mujeres","GUERRERO.5","Guerrero","12",158.11,64.7812212555773,0.484595576451233,326.272066199744
2007-11-01,"2007/Nov","Nov","Salario diario hombres","HIDALGO.4","Hidalgo","13",201.05,64.7812212555773,0.484595576451233,414.882037249122
2007-11-01,"2007/Nov","Nov","Salario diario mujeres","HIDALGO.5","Hidalgo","13",157.6,64.7812212555773,0.484595576451233,325.219642230597
2007-11-01,"2007/Nov","Nov","Salario diario hombres","JALISCO.4","Jalisco","14",222.12,64.7812212555773,0.484595576451233,458.361592209773
2007-11-01,"2007/Nov","Nov","Salario diario mujeres","JALISCO.5","Jalisco","14",188.68,64.7812212555773,0.484595576451233,389.355597056276
2007-11-01,"2007/Nov","Nov","Salario diario hombres","MICHOACÁN.4","Michoacán","16",193.52,64.7812212555773,0.484595576451233,399.343306881124
2007-11-01,"2007/Nov","Nov","Salario diario mujeres","MICHOACÁN.5","Michoacán","16",157.01,64.7812212555773,0.484595576451233,324.002132148642
2007-11-01,"2007/Nov","Nov","Salario diario hombres","MORELOS.4","Morelos","17",226.77,64.7812212555773,0.484595576451233,467.957222516704
2007-11-01,"2007/Nov","Nov","Salario diario mujeres","MORELOS.5","Morelos","17",179.83,64.7812212555773,0.484595576451233,371.092945826956
2007-11-01,"2007/Nov","Nov","Salario diario hombres","Nacional","NACIONAL","33",232.14,64.7812212555773,0.484595576451233,479.038627838901
2007-11-01,"2007/Nov","Nov","Salario diario mujeres","Nacional","NACIONAL","33",193.42,64.7812212555773,0.484595576451233,399.136949240115
2007-11-01,"2007/Nov","Nov","Salario diario hombres","NAYARIT.4","Nayarit","18",178.87,64.7812212555773,0.484595576451233,369.111912473267
2007-11-01,"2007/Nov","Nov","Salario diario mujeres","NAYARIT.5","Nayarit","18",160.63,64.7812212555773,0.484595576451233,331.472278753178
2007-11-01,"2007/Nov","Nov","Salario diario hombres","NUEVO.LEÓN.4","Nuevo León","19",257.72,64.7812212555773,0.484595576451233,531.82491240907
2007-11-01,"2007/Nov","Nov","Salario diario mujeres","NUEVO.LEÓN.5","Nuevo León","19",216.88,64.7812212555773,0.484595576451233,447.548451820888
2007-11-01,"2007/Nov","Nov","Salario diario hombres","OAXACA.4","Oaxaca","20",182.07,64.7812212555773,0.484595576451233,375.715356985564
2007-11-01,"2007/Nov","Nov","Salario diario mujeres","OAXACA.5","Oaxaca","20",164.99,64.7812212555773,0.484595576451233,340.469471901182
2007-11-01,"2007/Nov","Nov","Salario diario hombres","PUEBLA.4","Puebla","21",223.45,64.7812212555773,0.484595576451233,461.106148835196
2007-11-01,"2007/Nov","Nov","Salario diario mujeres","PUEBLA.5","Puebla","21",164.45,64.7812212555773,0.484595576451233,339.355140639732
2007-11-01,"2007/Nov","Nov","Salario diario hombres","QUERÉTARO.4","Querétaro","22",261.66,64.7812212555773,0.484595576451233,539.955403464835
2007-11-01,"2007/Nov","Nov","Salario diario mujeres","QUERÉTARO.5","Querétaro","22",202.75,64.7812212555773,0.484595576451233,418.390117146279
2007-11-01,"2007/Nov","Nov","Salario diario hombres","QUINTANA.ROO.4","Quintana Roo","23",185.7,64.7812212555773,0.484595576451233,383.2061393542
2007-11-01,"2007/Nov","Nov","Salario diario mujeres","QUINTANA.ROO.5","Quintana Roo","23",167.63,64.7812212555773,0.484595576451233,345.917313623826
2007-11-01,"2007/Nov","Nov","Salario diario hombres","SAN.LUIS.POTOSÍ.4","San Luis Potosí","24",210.22,64.7812212555773,0.484595576451233,433.805032929671
2007-11-01,"2007/Nov","Nov","Salario diario mujeres","SAN.LUIS.POTOSÍ.5","San Luis Potosí","24",175.1,64.7812212555773,0.484595576451233,361.332229407218
2007-11-01,"2007/Nov","Nov","Salario diario hombres","SINALOA.4","Sinaloa","25",172.46,64.7812212555773,0.484595576451233,355.884387684573
2007-11-01,"2007/Nov","Nov","Salario diario mujeres","SINALOA.5","Sinaloa","25",147.94,64.7812212555773,0.484595576451233,305.285494109102
2007-11-01,"2007/Nov","Nov","Salario diario hombres","SONORA.4","Sonora","26",197.33,64.7812212555773,0.484595576451233,407.205533003577
2007-11-01,"2007/Nov","Nov","Salario diario mujeres","SONORA.5","Sonora","26",153.91,64.7812212555773,0.484595576451233,317.605045277355
2007-11-01,"2007/Nov","Nov","Salario diario hombres","TABASCO.4","Tabasco","27",195.23,64.7812212555773,0.484595576451233,402.872022542382
2007-11-01,"2007/Nov","Nov","Salario diario mujeres","TABASCO.5","Tabasco","27",166.82,64.7812212555773,0.484595576451233,344.245816731651
2007-11-01,"2007/Nov","Nov","Salario diario hombres","TAMAULIPAS.4","Tamaulipas","28",216.83,64.7812212555773,0.484595576451233,447.445273000383
2007-11-01,"2007/Nov","Nov","Salario diario mujeres","TAMAULIPAS.5","Tamaulipas","28",173.01,64.7812212555773,0.484595576451233,357.019354710124
2007-11-01,"2007/Nov","Nov","Salario diario hombres","TLAXCALA.4","Tlaxcala","29",197.93,64.7812212555773,0.484595576451233,408.443678849633
2007-11-01,"2007/Nov","Nov","Salario diario mujeres","TLAXCALA.5","Tlaxcala","29",149.93,64.7812212555773,0.484595576451233,309.392011165187
2007-11-01,"2007/Nov","Nov","Salario diario hombres","VERACRUZ.SUR.4","Veracruz","30",189.02,64.7812212555773,0.484595576451233,390.057213035707
2007-11-01,"2007/Nov","Nov","Salario diario hombres","VERACRUZ.NORTE.4","Veracruz","30",228.28,64.7812212555773,0.484595576451233,471.073222895944
2007-11-01,"2007/Nov","Nov","Salario diario mujeres","VERACRUZ.NORTE.5","Veracruz","30",209.06,64.7812212555773,0.484595576451233,431.411284293963
2007-11-01,"2007/Nov","Nov","Salario diario mujeres","VERACRUZ.SUR.5","Veracruz","30",156.28,64.7812212555773,0.484595576451233,322.495721369275
2007-11-01,"2007/Nov","Nov","Salario diario hombres","YUCATÁN.4","Yucatán","31",172.66,64.7812212555773,0.484595576451233,356.297102966592
2007-11-01,"2007/Nov","Nov","Salario diario mujeres","YUCATÁN.5","Yucatán","31",160.25,64.7812212555773,0.484595576451233,330.688119717343
2007-11-01,"2007/Nov","Nov","Salario diario hombres","ZACATECAS.4","Zacatecas","32",181.07,64.7812212555773,0.484595576451233,373.651780575471
2007-11-01,"2007/Nov","Nov","Salario diario mujeres","ZACATECAS.5","Zacatecas","32",153.47,64.7812212555773,0.484595576451233,316.697071656915
2007-12-01,"2007/Dec","Dec","Salario diario hombres","AGUASCALIENTES.4","Aguascalientes","1",212.7,65.0490556809461,0.486599110426658,437.115472351565
2007-12-01,"2007/Dec","Dec","Salario diario mujeres","AGUASCALIENTES.5","Aguascalientes","1",167.21,65.0490556809461,0.486599110426658,343.629892486625
2007-12-01,"2007/Dec","Dec","Salario diario hombres","BAJA.CALIFORNIA.4","Baja California","2",247.21,65.0490556809461,0.486599110426658,508.036276069724
2007-12-01,"2007/Dec","Dec","Salario diario mujeres","BAJA.CALIFORNIA.5","Baja California","2",192.56,65.0490556809461,0.486599110426658,395.72616528452
2007-12-01,"2007/Dec","Dec","Salario diario hombres","BAJA.CALIFORNIA.SUR.4","Baja California Sur","3",222.51,65.0490556809461,0.486599110426658,457.275805138442
2007-12-01,"2007/Dec","Dec","Salario diario mujeres","BAJA.CALIFORNIA.SUR.5","Baja California Sur","3",190.48,65.0490556809461,0.486599110426658,391.451599311359
2007-12-01,"2007/Dec","Dec","Salario diario hombres","CAMPECHE.4","Campeche","4",252.44,65.0490556809461,0.486599110426658,518.784343396469
2007-12-01,"2007/Dec","Dec","Salario diario mujeres","CAMPECHE.5","Campeche","4",173.15,65.0490556809461,0.486599110426658,355.83706646767
2007-12-01,"2007/Dec","Dec","Salario diario hombres","CDMX.NORTE.3","CDMX","9",346.33,65.0490556809461,0.486599110426658,711.735785329184
2007-12-01,"2007/Dec","Dec","Salario diario hombres","CDMX.SUR.4","CDMX","9",275.74,65.0490556809461,0.486599110426658,566.667702615047
2007-12-01,"2007/Dec","Dec","Salario diario mujeres","CDMX.NORTE.4","CDMX","9",286.19,65.0490556809461,0.486599110426658,588.143286470589
2007-12-01,"2007/Dec","Dec","Salario diario mujeres","CDMX.SUR.5","CDMX","9",238.78,65.0490556809461,0.486599110426658,490.711953399655
2007-12-01,"2007/Dec","Dec","Salario diario hombres","CHIAPAS.4","Chiapas","7",181.46,65.0490556809461,0.486599110426658,372.914779562365
2007-12-01,"2007/Dec","Dec","Salario diario mujeres","CHIAPAS.5","Chiapas","7",163.74,65.0490556809461,0.486599110426658,336.498765598708
2007-12-01,"2007/Dec","Dec","Salario diario hombres","CHIHUAHUA.4","Chihuahua","8",222.75,65.0490556809461,0.486599110426658,457.769024289192
2007-12-01,"2007/Dec","Dec","Salario diario mujeres","CHIHUAHUA.5","Chihuahua","8",170.02,65.0490556809461,0.486599110426658,349.404666709982
2007-12-01,"2007/Dec","Dec","Salario diario hombres","COAHUILA.4","Coahuila","5",214.41,65.0490556809461,0.486599110426658,440.629658800654
2007-12-01,"2007/Dec","Dec","Salario diario mujeres","COAHUILA.5","Coahuila","5",170.56,65.0490556809461,0.486599110426658,350.514409799167
2007-12-01,"2007/Dec","Dec","Salario diario hombres","COLIMA.4","Colima","6",193.26,65.0490556809461,0.486599110426658,397.164721140872
2007-12-01,"2007/Dec","Dec","Salario diario mujeres","COLIMA.5","Colima","6",157.53,65.0490556809461,0.486599110426658,323.73672007307
2007-12-01,"2007/Dec","Dec","Salario diario hombres","DURANGO.4","Durango","10",169.31,65.0490556809461,0.486599110426658,347.945560055682
2007-12-01,"2007/Dec","Dec","Salario diario mujeres","DURANGO.5","Durango","10",145.3,65.0490556809461,0.486599110426658,298.603094182804
2007-12-01,"2007/Dec","Dec","Salario diario hombres","MÉXICO.ORIENTE.4","Estado de México","15",231.18,65.0490556809461,0.486599110426658,475.093346959261
2007-12-01,"2007/Dec","Dec","Salario diario hombres","MÉXICO.PONIENTE.4","Estado de México","15",244.15,65.0490556809461,0.486599110426658,501.747731897671
